time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change,ret,logret,rv_30,atr14,ema5,ema15,mom30,put_call_ratio_oi,total_oi,total_oi_change,opt_skew_proxy,vol_60
48:46.4,18696.90065,18700.62271,18678.34678,18693.03408,3820,18697.60414,134158,398000,318400,17050,19950,38226,716400,13500,-0.001502956,-0.001504086,0.00523108,38.88746895,18717.62623,18763.73371,-0.001722005,0.8,716400,13500,-2900,0.001651534
53:46.4,18739.29895,18757.52901,18730.56296,18756.98592,3490,18757.73276,122417,405400,321900,18550,17550,-11741,727300,10900,0.003421159,0.00341532,0.005448752,40.71657345,18730.74613,18762.89024,-0.000509664,0.794030587,727300,10900,1000,0.001704426
58:46.4,18764.16456,18776.28503,18742.71921,18769.38619,4750,18775.53603,127523,405300,319100,16500,19900,5106,724400,-2900,0.000661101,0.000660883,0.005461726,40.20580556,18743.62615,18763.70223,-6.47E-06,0.787318036,724400,-2900,-3400,0.001703145
03:46.4,18758.13386,18759.87766,18738.27321,18745.60829,950,18754.36051,85660,394100,319200,18500,17350,-41863,713300,-11100,-0.001266845,-0.001267648,0.00550142,39.55631766,18744.28686,18761.44049,-0.001734565,0.809946714,713300,-11100,1150,0.00169728
08:46.4,18759.07796,18778.64198,18751.88958,18763.63675,1440,18773.17631,44571,397200,323900,18950,18250,-41089,721100,7800,0.000961743,0.000961281,0.005479906,39.0904161,18750.73682,18761.71502,-0.002033061,0.815458207,721100,7800,700,0.001700701
13:46.4,18765.13013,18786.49504,18746.73205,18750.61245,4670,18754.44561,92089,397300,319800,18450,18450,47518,717100,-4000,-0.000694125,-0.000694366,0.005491557,39.13845669,18750.69537,18760.3272,-0.002645175,0.8049333,717100,-4000,0,0.001675601
18:46.4,18707.93499,18729.61628,18703.62471,18718.06244,1130,18723.63687,71201,399800,322700,17550,17900,-20888,722500,5400,-0.001735943,-0.001737452,0.005313921,39.69911979,18739.81773,18755.0441,-0.007059772,0.807153577,722500,5400,-350,0.001594253
23:46.4,18701.18702,18710.83651,18682.55035,18696.78172,4620,18702.13829,61119,405000,312600,16350,19000,-10082,717600,-4900,-0.001136908,-0.001137555,0.005333595,39.4000469,18725.47239,18747.76131,-0.008320536,0.771851852,717600,-4900,-2650,0.001558373
28:46.4,18682.25275,18686.36526,18673.92444,18681.37808,1800,18692.01449,122573,394900,313400,19750,19450,61454,708300,-9300,-0.000823866,-0.000824205,0.005278346,38.21842069,18710.77429,18739.4634,-0.010232445,0.793618638,708300,-9300,300,0.001543863
33:46.4,18654.39159,18678.77965,18649.21398,18666.75755,580,18672.62573,82163,399300,325200,19700,17050,-40410,724500,16200,-0.000782626,-0.000782932,0.005266443,37.78596951,18696.10204,18730.37517,-0.011382186,0.814425244,724500,16200,2650,0.001545017
38:46.4,18646.71408,18646.84935,18634.60001,18634.7134,2520,18642.0474,83868,402400,329900,16500,19800,1705,732300,7800,-0.001716643,-0.001718118,0.005141714,37.38393939,18675.63916,18718.41745,-0.014953033,0.819831014,732300,7800,-3300,0.001555882
43:46.4,18697.25033,18708.8065,18683.32155,18684.18919,4580,18692.92962,92684,403900,335000,16400,17400,8816,738900,6600,0.002655034,0.002651516,0.005425792,40.00602236,18678.48917,18714.13892,-0.011125672,0.829413221,738900,6600,-1000,0.001591252
48:46.4,18715.41912,18727.15685,18698.06266,18709.95797,3470,18724.69335,132929,391700,317400,16750,18600,40245,709100,-29800,0.001379175,0.001378225,0.005382223,40.21756804,18688.97877,18713.6163,-0.011482639,0.810314016,709100,-29800,-1850,0.001601671
53:46.4,18699.5782,18716.12507,18688.7971,18709.28682,2230,18709.74063,96767,392100,321600,18550,18200,-36162,713700,4600,-3.59E-05,-3.59E-05,0.005371349,39.29688238,18695.74812,18713.07511,-0.011812039,0.820198929,713700,4600,350,0.001585301
58:46.4,18715.83284,18720.87147,18692.56527,18701.61493,1220,18714.47626,119031,402700,320500,16750,17850,22264,723200,9500,-0.000410058,-0.000410142,0.005314578,38.51183382,18697.70372,18711.64259,-0.010519397,0.795877825,723200,9500,-1100,0.001578263
03:46.4,18755.34681,18762.05873,18725.05146,18728.78778,1330,18746.41774,93693,392200,324300,17300,17800,-25338,716500,-6700,0.001452968,0.001451914,0.005401673,40.07840291,18708.06507,18713.78574,-0.009389047,0.826874044,716500,-6700,-500,0.001555953
08:46.4,18781.56541,18804.05034,18767.47011,18777.32867,1080,18778.14337,68390,398900,321100,17350,17500,-25303,720000,3500,0.00259178,0.002588427,0.005589119,42.59155719,18731.15294,18721.72861,-0.005207842,0.80496365,720000,3500,-150,0.001570244
13:46.4,18783.43324,18809.14249,18780.38414,18788.61504,700,18791.1508,76203,394800,309700,16350,16700,7813,704500,-15500,0.000601063,0.000600883,0.00528149,41.82171864,18750.30697,18730.08941,-0.007632629,0.784447822,704500,-15500,-350,0.001571695
18:46.4,18765.4022,18783.11101,18764.06056,18776.66389,4550,18778.00576,99924,404500,329300,16400,18950,23721,733800,29300,-0.000636084,-0.000636287,0.005242395,40.58834431,18759.09261,18735.91122,-0.006858428,0.814091471,733800,29300,-2550,0.001574226
23:46.4,18785.25401,18800.50655,18764.69568,18780.9037,2060,18788.36097,102152,399400,321100,17700,16900,2228,720500,-13300,0.000225802,0.000225777,0.005221838,40.24709597,18766.36298,18741.53528,-0.005524789,0.803955934,720500,-13300,800,0.001529639
28:46.4,18796.53283,18800.13394,18790.12567,18792.66613,3680,18785.9289,110854,406500,314900,19350,19700,8702,721400,900,0.000626297,0.000626101,0.004949202,38.74589199,18775.13069,18747.92664,-0.001823035,0.774661747,721400,900,-350,0.001517897
33:46.4,18821.97779,18837.53683,18821.72008,18832.83714,3780,18833.78162,110862,406100,324100,17150,18900,8,730200,8800,0.00213759,0.002135308,0.00508244,39.18337859,18794.36618,18758.54045,0.001121825,0.798079291,730200,8800,-1750,0.001503206
38:46.4,18840.10752,18856.0488,18804.11328,18822.49446,1100,18824.71377,118003,396900,319200,18850,18350,7141,716100,-14100,-0.000549184,-0.000549334,0.004509934,40.09424613,18803.74227,18766.5347,0.004578091,0.804232804,716100,-14100,500,0.001505654
43:46.4,18869.98011,18871.5877,18859.83425,18866.31442,1130,18868.04393,84616,395400,321800,19400,18250,-33387,717200,1100,0.002328064,0.002325358,0.004514699,40.73703164,18824.59965,18779.00717,0.008782384,0.813859383,717200,1100,1150,0.001527743
48:46.4,18855.02492,18864.48378,18840.54369,18856.82015,3740,18858.49183,136544,402400,310800,16250,17600,51928,713200,-4000,-0.000503239,-0.000503366,0.004500858,39.66801036,18835.33982,18788.73379,0.007024484,0.772365805,713200,-4000,-1350,0.001528505
53:46.4,18892.50993,18904.57718,18886.86544,18896.75337,2170,18897.75909,138375,395900,325900,18350,17350,1831,721800,8600,0.002117707,0.002115468,0.004626463,40.2457976,18855.811,18802.23624,0.008714387,0.823187674,721800,8600,1000,0.001544332
58:46.4,18898.29947,18908.42027,18886.76274,18893.48223,2520,18901.66719,89589,389500,330800,19300,18000,-48786,720300,-1500,-0.000173106,-0.000173121,0.004583034,38.91806472,18868.36808,18813.64199,0.007092213,0.849293967,720300,-1500,1300,0.001544629
03:46.4,18957.40906,18977.39929,18956.29887,18957.73551,1780,18964.58823,84121,406700,318800,16500,18800,-5468,725500,5200,0.003400817,0.003395048,0.00477834,42.13227876,18898.15722,18831.65368,0.012221479,0.783870175,725500,5200,-2300,0.001593252
08:46.4,18938.01074,18938.21939,18912.21473,18914.44875,2940,18927.89731,64303,388300,317900,19850,16800,-19818,706200,-19300,-0.00228333,-0.00228594,0.004964047,42.37431447,18903.58773,18842.00306,0.010858281,0.818696884,706200,-19300,3050,0.001622641
13:46.4,18987.57843,18998.22914,18972.41594,18981.32915,1550,18989.56667,103417,413400,309600,16500,17200,39114,723000,16800,0.003535942,0.003529706,0.005283219,45.33189122,18929.50154,18859.41882,0.013896459,0.748911466,723000,16800,-700,0.001677098
18:46.4,18993.40597,18999.48604,18989.75555,18997.7128,3700,18995.25684,109048,410000,316500,16650,17100,5631,726500,3500,0.000863146,0.000862773,0.005158087,43.39081939,18952.23863,18876.70557,0.016299051,0.77195122,726500,3500,-450,0.00167586
23:46.4,18975.04581,18981.96282,18963.77501,18965.72627,1710,18968.55195,88413,387500,331700,16050,16650,-20635,719200,-7300,-0.001683704,-0.001685123,0.005019389,42.71560308,18956.73451,18887.83316,0.011128672,0.856,719200,-7300,-600,0.001673898
28:46.4,18961.46779,18965.35641,18946.24533,18962.027,3670,18964.24803,105655,388100,320600,18400,18400,17242,708700,-10500,-0.00019505,-0.000195069,0.00502637,41.0559843,18958.49867,18897.10739,0.010263565,0.826075754,708700,-10500,0,0.001674582
33:46.4,18952.54812,18960.02119,18932.83045,18956.7828,2310,18962.02571,72243,405300,325300,17200,16450,-33412,730600,21900,-0.000276563,-0.000276601,0.004950887,40.20888189,18957.92672,18904.56682,0.01126528,0.802615347,730600,21900,750,0.001675115
38:46.4,18964.80014,18967.37286,18950.11986,18961.55195,1520,18971.56317,119353,404200,328100,18400,17650,47110,732300,1700,0.00025158,0.000251548,0.004939061,38.56917605,18959.13513,18911.68996,0.010547806,0.811726868,732300,1700,750,0.001668912
43:46.4,18979.86898,18993.03292,18970.97885,18981.48667,3650,18986.34119,89380,404600,325100,16750,18750,-29973,729700,-2600,0.001051323,0.001050771,0.004915145,38.06287576,18966.58564,18920.41455,0.01231289,0.803509639,729700,-2600,-2000,0.001672753
48:46.4,18963.73251,18974.36671,18941.6004,18954.60401,3510,18959.46677,105775,394400,320100,18950,19750,16395,714500,-15200,-0.001416257,-0.00141726,0.004871308,38.19311781,18962.59176,18924.68823,0.012637075,0.811612576,714500,-15200,-800,0.001651127
53:46.4,18963.22938,18969.95518,18950.08377,18961.27037,3100,18965.11974,104203,405300,316600,19200,16800,-1572,721900,7400,0.000351701,0.000351639,0.004784486,36.88442487,18962.1513,18929.261,0.014146212,0.781149766,721900,7400,2400,0.001651462
58:46.4,19024.45418,19030.44384,19017.4922,19030.25869,1620,19038.69243,60791,394000,322400,16250,18600,-43412,716400,-5500,0.003638381,0.003631778,0.005047227,39.19078545,18984.85376,18941.88571,0.018675315,0.818274112,716400,-5500,-2350,0.00170887
03:46.4,19074.00719,19076.82534,19062.04284,19075.50425,4550,19076.0637,116680,387800,316400,17750,17400,55889,704200,-12200,0.002377559,0.002374737,0.005073793,39.71763286,19015.07059,18958.58803,0.021897038,0.815884477,704200,-12200,350,0.001732914
08:46.4,19086.68581,19090.73114,19073.44921,19081.08834,4860,19076.56416,84311,401500,315900,16750,16150,-32369,717400,13200,0.000292736,0.000292693,0.004874032,38.11508261,19037.07651,18973.90056,0.023953947,0.786799502,717400,13200,600,0.001718075
13:46.4,19087.96476,19093.01772,19068.30563,19090.10468,1190,19097.61422,104050,399300,309500,18500,16100,19739,708800,-8600,0.000472527,0.000472416,0.004750713,37.15772566,19054.75256,18988.42608,0.021725079,0.775106436,708800,-8600,2400,0.001709092
18:46.4,19091.59271,19108.41141,19086.25925,19098.41423,2090,19104.38344,71802,403100,313600,16900,16650,-32248,716700,7900,0.000435281,0.000435186,0.004736931,36.08589962,19069.30645,19002.1746,0.020762006,0.777970727,716700,7900,250,0.001697069
23:46.4,19109.36145,19112.5646,19088.28135,19089.77491,2890,19101.17199,90412,398200,315100,16750,16700,18610,713300,-3400,-0.000452358,-0.00045246,0.004764147,35.24285276,19076.12927,19013.12464,0.020336857,0.791310899,713300,-3400,50,0.001698726
28:46.4,19080.25736,19104.11642,19076.98579,19091.31507,600,19081.22772,107264,396700,318700,17550,19200,16852,715400,2100,8.07E-05,8.07E-05,0.004734793,34.6634077,19081.19121,19022.89844,0.02083778,0.803377867,715400,2100,-1650,0.001681218
33:46.4,19073.08329,19080.17516,19058.02018,19069.87658,1870,19073.11646,78413,404600,320100,17500,17800,-28851,724700,9300,-0.001122945,-0.001123575,0.004821927,34.56565634,19077.41966,19028.77071,0.018212007,0.791151755,724700,9300,-300,0.001689325
38:46.4,19025.59567,19031.59264,19018.18163,19029.64327,2160,19034.05842,79509,400600,321700,16950,16200,1096,722300,-2400,-0.002109784,-0.002112012,0.004914554,35.78917741,19061.4942,19028.87978,0.013437194,0.803045432,722300,-2400,750,0.001699135
43:46.4,19037.18264,19048.87777,19030.97758,19048.57875,2960,19043.75444,102501,402700,321800,19500,16450,22992,724500,2200,0.000995051,0.000994557,0.004923879,34.60670026,19057.18905,19031.34215,0.013836236,0.799106034,724500,2200,3050,0.001659898
48:46.4,19055.86335,19071.18025,19039.85241,19042.79414,4030,19046.10799,96649,400700,316500,17450,17800,-5852,717200,-7300,-0.000303676,-0.000303723,0.004902612,34.37249599,19052.39075,19032.77365,0.014173457,0.789867731,717200,-7300,-350,0.001648837
53:46.4,19042.24748,19042.44324,19015.46192,19035.4928,800,19046.078,106986,399000,336000,16600,17200,10337,735000,17800,-0.000383417,-0.000383491,0.004925055,33.86961949,19046.7581,19033.11354,0.013555743,0.842105263,735000,17800,-600,0.001642228
58:46.4,19087.44983,19090.20972,19083.37841,19084.696,610,19100.4568,92643,398900,324000,18250,16000,-14343,722900,-12100,0.002584814,0.002581479,0.005072806,35.35871249,19059.40407,19039.56135,0.015539566,0.812233643,722900,-12100,2250,0.001616672
03:46.4,19052.57749,19063.80826,19027.15046,19045.11123,2920,19054.53327,112829,395700,320000,17150,19100,20186,715700,-7200,-0.002074163,-0.002076317,0.005187276,36.94348592,19054.63979,19040.25509,0.011271488,0.808693455,715700,-7200,-1950,0.001638546
08:46.4,19010.96336,19029.54464,19010.459,19027.45476,1570,19029.40809,88660,387500,332000,18650,17500,-24169,719500,3800,-0.000927086,-0.000927517,0.005214336,36.7798246,19045.57811,19038.65505,0.010889115,0.856774194,719500,3800,1150,0.001550731
13:46.4,19017.55518,19023.35102,19001.184,19009.40832,3850,19020.4044,111941,401900,320400,19600,17700,23281,722300,2800,-0.000948442,-0.000948892,0.005133019,36.02917757,19033.52152,19034.9992,0.007584624,0.797213237,722300,2800,1900,0.001534234
18:46.4,19047.639,19062.45209,19037.80764,19042.34807,4710,19051.36311,81864,406100,320000,18950,16150,-30077,726100,3800,0.001732813,0.001731313,0.005180397,37.24450588,19036.4637,19035.91781,0.00983877,0.787983255,726100,3800,2800,0.001540779
23:46.4,19096.00304,19099.87241,19079.98993,19097.95455,3720,19098.99888,87780,396100,317600,17750,18400,5916,713700,-12400,0.002920148,0.002915893,0.005292337,38.69306566,19056.96065,19043.6724,0.010647394,0.801817723,713700,-12400,-650,0.001577851
28:46.4,19083.05411,19084.01581,19057.65673,19071.58377,2430,19072.06935,114613,401300,322900,18900,19250,26833,724200,10500,-0.001380817,-0.001381771,0.005376999,38.80769041,19061.83502,19047.16132,0.009426612,0.804634936,724200,10500,-350,0.001586014
33:46.4,19114.14703,19114.54162,19098.98277,19110.36548,3570,19113.22151,89712,391200,324200,16100,16750,-24901,715400,-8800,0.002033482,0.002031417,0.005166044,39.1041304,19078.01184,19055.06184,0.008051065,0.828732106,715400,-8800,-650,0.001580763
38:46.4,19113.23411,19126.18119,19106.78208,19116.26789,1820,19114.06465,76575,403900,313400,19450,19200,-13137,717300,1900,0.000308859,0.000308811,0.004941573,37.69662889,19090.76386,19062.7126,0.010670104,0.775934637,717300,1900,250,0.001571896
43:46.4,19108.47663,19111.67194,19088.90374,19105.29641,4440,19107.33613,134602,400600,328200,17950,19250,58027,728800,11500,-0.000573934,-0.000574099,0.004596245,36.9585942,19095.60804,19068.03558,0.00653101,0.819271093,728800,11500,-1300,0.001576294
48:46.4,19134.01286,19148.15358,19107.18645,19133.11943,3300,19139.73998,99297,403400,319600,16450,19550,-35305,723000,-5800,0.001456299,0.001455239,0.004636506,37.37992151,19108.11183,19076.17106,0.007127522,0.792265741,723000,-5800,-3100,0.001563912
53:46.4,19152.93588,19162.45096,19147.25646,19147.86675,3400,19157.66188,109429,409900,319700,19650,16850,10132,729600,6600,0.000770775,0.000770478,0.004503596,36.80503665,19121.36347,19085.13302,0.009603665,0.779946328,729600,6600,2800,0.001513597
58:46.4,19107.89166,19109.19027,19085.0454,19093.42249,2120,19095.0711,54758,384000,322700,16300,16150,-54671,706700,-22900,-0.002843359,-0.002847409,0.004846443,38.66334462,19112.04981,19086.1692,0.006929401,0.840364583,706700,-22900,150,0.001567928
03:46.4,19150.45042,19154.33866,19136.97724,19153.52975,3270,19165.3384,126636,405400,316500,19050,16650,71878,721900,15200,0.003148061,0.003143116,0.005111359,40.25283263,19125.87646,19094.58927,0.01037871,0.780710409,721900,15200,2400,0.001597014
08:46.4,19190.32744,19217.43498,19188.21633,19207.16631,4700,19214.75375,152924,388800,317300,17850,16750,26288,706100,-15800,0.002800349,0.002796435,0.005298516,41.94229021,19152.97307,19108.6614,0.012953284,0.816100823,706100,-15800,1100,0.001626058
13:46.4,19172.52048,19181.86426,19171.29913,19172.69688,4880,19180.53269,124843,409400,319600,18950,17450,-28081,729000,22900,-0.001794613,-0.001796225,0.0054332,41.50835413,19159.54768,19116.66584,0.010073511,0.780654617,729000,22900,1500,0.001644621
18:46.4,19184.09853,19208.56016,19183.11395,19186.25927,2520,19184.8068,127694,400500,325600,18050,17350,2851,726100,-2900,0.00070738,0.00070713,0.005337003,41.10513461,19168.45154,19125.36501,0.012221583,0.81298377,726100,-2900,700,0.001621621
23:46.4,19198.51207,19205.32499,19195.65344,19205.16169,1450,19219.41822,91824,411300,309100,18750,18950,-35870,720400,-5700,0.000985206,0.000984721,0.005347082,39.53089066,19180.68826,19135.3396,0.012862605,0.751519572,720400,-5700,-200,0.001610361
28:46.4,19206.21242,19211.06219,19187.94583,19194.0229,2720,19201.04809,105036,402800,322500,16450,17000,13212,725300,4900,-0.000579989,-0.000580157,0.005027365,38.35842399,19185.13314,19142.67501,0.008605464,0.800645482,725300,4900,-550,0.001607401
33:46.4,19190.55695,19207.70472,19186.83753,19206.89305,2860,19208.81758,109761,406300,315100,19200,19750,4725,721400,-3900,0.000670529,0.000670304,0.004880861,37.10904993,19192.38644,19150.70227,0.006887829,0.775535319,721400,-3900,-550,0.001599419
38:46.4,19171.42516,19180.20553,19152.87715,19173.36462,1660,19174.27085,86047,397800,325100,17850,19750,-23714,722900,1500,-0.001745646,-0.001747171,0.00500887,38.31668232,19186.04584,19153.53506,0.004836007,0.817244847,722900,1500,-1900,0.001600099
43:46.4,19170.88202,19203.99111,19169.45032,19186.52408,2410,19188.57444,97518,391000,320400,16950,17000,11471,711400,-11500,0.000686341,0.000686105,0.005014823,38.04697603,19186.20525,19157.65869,0.005050753,0.81943734,711400,-11500,-50,0.001574701
48:46.4,19204.82712,19211.60425,19175.06306,19197.78823,3250,19195.76284,79980,397500,322700,18000,17150,-17538,720200,8800,0.000587086,0.000586914,0.00501829,37.93941932,19190.06624,19162.67488,0.005203259,0.811823899,720200,8800,850,0.001570035
53:46.4,19220.68533,19251.54688,19217.28547,19238.15753,1550,19247.70908,92089,405100,331200,19400,19350,12109,736300,16100,0.00210281,0.002100602,0.005121419,39.06936465,19206.09667,19172.11021,0.007772885,0.817575907,736300,16100,50,0.001583483
58:46.4,19210.19521,19234.01506,19200.78893,19217.64065,530,19216.20362,116817,393300,318800,17100,19150,24728,712100,-24200,-0.001066468,-0.001067037,0.005176343,38.94788103,19209.94467,19177.80152,0.006616913,0.810577168,712100,-24200,-2050,0.001591882
03:46.4,19232.63713,19239.06258,19231.06621,19237.95534,670,19243.47562,64684,409500,321700,16800,18700,-52133,731200,19100,0.001057086,0.001056527,0.005135117,37.69602723,19219.28156,19185.32075,0.008813836,0.785592186,731200,19100,-1900,0.001588495
08:46.4,19150.82647,19156.38006,19138.24366,19153.06736,3560,19154.31278,119062,412200,322500,19700,16050,54378,734700,3500,-0.004412526,-0.00442229,0.005643123,42.1257166,19197.21016,19181.28907,0.006485885,0.782387191,734700,3500,3650,0.001683326
13:46.4,19184.04648,19192.57526,19172.5633,19181.66259,690,19189.35902,68452,409400,311800,16050,17250,-50610,721200,-13500,0.001492985,0.001491871,0.005673277,41.93873039,19192.02763,19181.33576,0.00698655,0.761602345,721200,-13500,-1200,0.001689672
18:46.4,19134.24096,19156.46496,19124.08779,19145.72659,1710,19154.18922,101049,402500,318200,16700,19500,32597,720700,-500,-0.001873456,-0.001875213,0.005792773,43.05559209,19176.59395,19176.88461,0.005405323,0.790559006,720700,-500,-2800,0.001709324
23:46.4,19124.03248,19132.70788,19119.8884,19125.3746,1860,19125.5052,102868,400500,319000,19750,19100,1819,719500,-1200,-0.001063004,-0.00106357,0.005827906,41.82577773,19159.52084,19170.44586,0.004721801,0.79650437,719500,-1200,650,0.001718664
28:46.4,19092.13145,19092.78127,19056.63402,19073.35367,1290,19076.97452,111456,398400,322100,18550,17500,8588,720500,1000,-0.002719995,-0.002723701,0.005870552,43.74826362,19130.79845,19158.30934,-0.000594315,0.808483936,720500,1000,1050,0.001761853
33:46.4,19055.28064,19065.08238,19041.15939,19044.63649,2030,19040.19876,96389,405800,323700,18500,18350,-15067,729500,9000,-0.001505618,-0.001506753,0.005812102,42.92297949,19102.0778,19144.10023,-2.49E-05,0.797683588,729500,9000,150,0.001758433
38:46.4,19088.68025,19093.4685,19078.88527,19086.90647,4070,19100.46129,79106,389900,320500,17000,19800,-17283,710400,-19100,0.002219522,0.002217062,0.005919126,43.34505335,19097.02069,19136.95101,0.003124522,0.822005642,710400,-19100,-2800,0.001775005
43:46.4,19075.484,19080.80952,19068.9293,19078.44069,740,19088.36913,103690,394600,312100,16350,18900,24584,706700,-3700,-0.000443539,-0.000443637,0.00589585,41.53306209,19090.82736,19129.63722,0.003631484,0.790927522,706700,-3700,-2550,0.001755558
48:46.4,19085.59203,19086.33749,19080.89348,19085.05201,2180,19080.87884,143450,411100,316500,18050,18300,39760,727600,20900,0.000346534,0.000346474,0.005820979,39.13047173,19088.90224,19124.06407,0.002242578,0.769885673,727600,20900,-250,0.001753326
53:46.4,19084.43966,19099.89281,19076.41036,19096.07134,1080,19094.92422,99711,414000,326100,16500,16950,-43739,740100,12500,0.00057738,0.000577214,0.005584863,38.01275588,19091.29194,19120.56498,-9.86E-05,0.787681159,740100,12500,-450,0.001736012
58:46.4,19098.29161,19100.21722,19075.10174,19079.66025,3500,19082.7045,82372,393500,322900,18100,19900,-17339,716400,-23700,-0.000859396,-0.000859766,0.005549325,37.0915219,19087.41471,19115.45189,0.000423483,0.820584498,716400,-23700,-1800,0.001740602
03:46.4,19100.68349,19111.8921,19100.25749,19102.05481,900,19106.09734,90657,403100,320000,18500,19250,8285,723100,6700,0.00117374,0.001173051,0.005465272,36.74440222,19092.29474,19113.77725,-0.000434878,0.79384768,723100,6700,-750,0.001693686
08:46.4,19064.15044,19064.58967,19034.03919,19046.82133,870,19046.71056,103004,395700,323600,18200,18650,12347,719300,-3800,-0.002891494,-0.002895683,0.005701976,38.97806026,19077.13694,19105.40776,-0.003632851,0.817791256,719300,-3800,-450,0.001710154
13:46.4,19092.85214,19110.35846,19074.38851,19100.10467,1660,19097.36422,94627,396200,317200,16050,16400,-8377,713400,-5900,0.002797493,0.002793587,0.005930917,40.73227961,19084.79285,19104.74488,-0.000271743,0.800605755,713400,-5900,-350,0.001687745
18:46.4,19078.90733,19079.68081,19077.78608,19078.00624,3240,19084.08277,91848,408500,329200,17050,18450,-2779,737700,24300,-0.00115698,-0.001157649,0.005900981,39.41701657,19082.53065,19101.40255,-0.002880512,0.805875153,737700,24300,-1400,0.001692497
23:46.4,19034.60282,19043.1718,19028.65542,19038.59637,3190,19052.33929,126548,412400,318100,17000,16250,34700,730500,-7200,-0.002065723,-0.002067859,0.005982205,40.12657423,19067.88589,19093.55178,-0.005706661,0.771338506,730500,-7200,750,0.001699931
28:46.4,19022.57346,19046.72625,19012.51767,19014.35682,1760,19018.47152,110345,404500,325400,18100,17900,-16203,729900,-600,-0.001273179,-0.001273991,0.005811942,39.70386002,19050.04287,19083.65241,-0.00414099,0.804449938,729900,-600,200,0.001708402
33:46.4,19065.63482,19078.21228,19053.14812,19077.83173,4540,19079.97772,97629,404200,326400,16150,18750,-12716,730600,700,0.003338262,0.003332702,0.005848855,41.42897392,19059.30582,19082.92482,-0.003952171,0.807521029,730600,700,-2600,0.001759629
38:46.4,19090.15626,19113.51016,19089.44663,19100.0996,4480,19101.64572,97782,399200,316700,19300,18650,153,715900,-14700,0.001167212,0.001166531,0.005644527,41.01822103,19072.90375,19085.07167,-0.00557431,0.793336673,715900,-14700,650,0.001764868
43:46.4,19080.36594,19087.21353,19078.60528,19085.93306,520,19083.47065,103463,403300,319100,18600,17350,5681,722400,6500,-0.0007417,-0.000741975,0.005574934,39.62365671,19077.24685,19085.17934,-0.004525385,0.791222415,722400,6500,1250,0.001764041
48:46.4,19070.56331,19075.51555,19063.68067,19069.32833,3420,19069.29791,111206,392900,320500,17650,17750,7743,713400,-9000,-0.000869998,-0.000870377,0.005565798,38.382852,19074.60734,19083.19797,-0.006094515,0.815729193,713400,-9000,-100,0.001757514
53:46.4,19061.5555,19083.03508,19060.60897,19067.082,4220,19077.39411,125646,397500,319500,17750,18750,14440,717000,3600,-0.000117798,-0.000117805,0.005521919,37.2430849,19072.09889,19081.18347,-0.007189718,0.803773585,717000,3600,-1000,0.001757423
58:46.4,19121.21837,19126.85389,19110.72882,19114.46005,4790,19106.40798,91761,406100,310300,17400,16050,-33885,716400,-600,0.002484809,0.002481727,0.005730758,38.85228579,19086.21928,19085.34304,-0.004145189,0.764097513,716400,-600,1350,0.001724126
03:46.4,19132.36744,19155.69611,19127.42991,19140.55184,650,19144.78249,80111,401200,327700,19450,16450,-11650,728900,12500,0.001365029,0.001364098,0.005777184,39.02255585,19104.33013,19092.24414,-0.003454031,0.816799601,728900,12500,3000,0.001706106
08:46.4,19144.90444,19168.5196,19138.65814,19160.69402,4470,19164.68684,88877,386900,325600,17750,18650,8766,712500,-16400,0.00105233,0.001051777,0.005731511,38.3681915,19123.11809,19100.80038,-0.000660844,0.841561127,712500,-16400,-900,0.001710694
13:46.4,19174.70608,19198.21377,19168.84651,19184.9704,3140,19189.48884,82488,402200,321100,19600,17000,-6389,723300,10800,0.001266989,0.001266187,0.005765082,38.30758886,19143.73553,19111.32163,-8.10E-05,0.798359025,723300,10800,2600,0.001716921
18:46.4,19181.76719,19185.95031,19169.70758,19174.76966,2880,19182.78903,69479,406500,318900,16250,19550,-13009,725400,2100,-0.000531705,-0.000531846,0.005761889,36.73152754,19154.08024,19119.25263,-0.001199022,0.784501845,725400,2100,-3300,0.001718094
23:46.4,19174.50705,19180.44237,19161.53484,19177.97205,3120,19182.15953,128211,390500,321200,16950,16300,58732,711700,-13700,0.000167011,0.000166997,0.005624035,35.45838527,19162.04418,19126.59256,-0.003128443,0.822535211,711700,-13700,650,0.001716783
28:46.4,19169.05221,19169.71961,19125.8061,19156.65806,4470,19157.88049,117091,402300,316900,17100,17100,-11120,719200,7500,-0.001111379,-0.001111997,0.005626682,36.65178268,19160.2488,19130.35075,-0.003173261,0.787720607,719200,7500,0,0.001723629
33:46.4,19167.1852,19179.27731,19163.39394,19172.67075,1830,19172.72852,54329,387600,325600,17650,17500,-62762,713200,-6000,0.000835881,0.000835532,0.005612711,35.64945928,19164.38945,19135.64075,-0.003393531,0.84004128,713200,-6000,150,0.001719438
38:46.4,19166.30672,19177.17777,19165.97829,19170.62492,2620,19181.92607,104358,410700,319300,17000,17700,50029,730000,16800,-0.000106706,-0.000106711,0.005004494,33.90303232,19166.46794,19140.01377,0.000916697,0.777453129,730000,16800,-700,0.001695237
