timestamp,total_call_oi,total_put_oi,max_call_strike,max_put_strike
2025-10-27 17:57:21.737199,402400,329900,16500,19800
2025-10-27 18:02:21.737199,403900,335000,16400,17400
2025-10-27 18:07:21.737199,391700,317400,16750,18600
2025-10-27 18:12:21.737199,392100,321600,18550,18200
2025-10-27 18:17:21.737199,402700,320500,16750,17850
2025-10-27 18:22:21.737199,392200,324300,17300,17800
2025-10-27 18:27:21.737199,398900,321100,17350,17500
2025-10-27 18:32:21.737199,394800,309700,16350,16700
2025-10-27 18:37:21.737199,404500,329300,16400,18950
2025-10-27 18:42:21.737199,399400,321100,17700,16900
2025-10-27 18:47:21.737199,406500,314900,19350,19700
2025-10-27 18:52:21.737199,406100,324100,17150,18900
2025-10-27 18:57:21.737199,396900,319200,18850,18350
2025-10-27 19:02:21.737199,395400,321800,19400,18250
2025-10-27 19:07:21.737199,402400,310800,16250,17600
2025-10-27 19:12:21.737199,395900,325900,18350,17350
2025-10-27 19:17:21.737199,389500,330800,19300,18000
2025-10-27 19:22:21.737199,406700,318800,16500,18800
2025-10-27 19:27:21.737199,388300,317900,19850,16800
2025-10-27 19:32:21.737199,413400,309600,16500,17200
2025-10-27 19:37:21.737199,410000,316500,16650,17100
2025-10-27 19:42:21.737199,387500,331700,16050,16650
2025-10-27 19:47:21.737199,388100,320600,18400,18400
2025-10-27 19:52:21.737199,405300,325300,17200,16450
2025-10-27 19:57:21.737199,404200,328100,18400,17650
2025-10-27 20:02:21.737199,404600,325100,16750,18750
2025-10-27 20:07:21.737199,394400,320100,18950,19750
2025-10-27 20:12:21.737199,405300,316600,19200,16800
2025-10-27 20:17:21.737199,394000,322400,16250,18600
2025-10-27 20:22:21.737199,387800,316400,17750,17400
2025-10-27 20:27:21.737199,401500,315900,16750,16150
2025-10-27 20:32:21.737199,399300,309500,18500,16100
2025-10-27 20:37:21.737199,403100,313600,16900,16650
2025-10-27 20:42:21.737199,398200,315100,16750,16700
2025-10-27 20:47:21.737199,396700,318700,17550,19200
2025-10-27 20:52:21.737199,404600,320100,17500,17800
2025-10-27 20:57:21.737199,400600,321700,16950,16200
2025-10-27 21:02:21.737199,402700,321800,19500,16450
2025-10-27 21:07:21.737199,400700,316500,17450,17800
2025-10-27 21:12:21.737199,399000,336000,16600,17200
2025-10-27 21:17:21.737199,398900,324000,18250,16000
2025-10-27 21:22:21.737199,395700,320000,17150,19100
2025-10-27 21:27:21.737199,387500,332000,18650,17500
2025-10-27 21:32:21.737199,401900,320400,19600,17700
2025-10-27 21:37:21.737199,406100,320000,18950,16150
2025-10-27 21:42:21.737199,396100,317600,17750,18400
2025-10-27 21:47:21.737199,401300,322900,18900,19250
2025-10-27 21:52:21.737199,391200,324200,16100,16750
2025-10-27 21:57:21.737199,403900,313400,19450,19200
2025-10-27 22:02:21.737199,400600,328200,17950,19250
2025-10-27 22:07:21.737199,403400,319600,16450,19550
2025-10-27 22:12:21.737199,409900,319700,19650,16850
2025-10-27 22:17:21.737199,384000,322700,16300,16150
2025-10-27 22:22:21.737199,405400,316500,19050,16650
2025-10-27 22:27:21.737199,388800,317300,17850,16750
2025-10-27 22:32:21.737199,409400,319600,18950,17450
2025-10-27 22:37:21.737199,400500,325600,18050,17350
2025-10-27 22:42:21.737199,411300,309100,18750,18950
2025-10-27 22:47:21.737199,402800,322500,16450,17000
2025-10-27 22:52:21.737199,406300,315100,19200,19750
2025-10-27 22:57:21.737199,397800,325100,17850,19750
2025-10-27 23:02:21.737199,391000,320400,16950,17000
2025-10-27 23:07:21.737199,397500,322700,18000,17150
2025-10-27 23:12:21.737199,405100,331200,19400,19350
2025-10-27 23:17:21.737199,393300,318800,17100,19150
2025-10-27 23:22:21.737199,409500,321700,16800,18700
2025-10-27 23:27:21.737199,412200,322500,19700,16050
2025-10-27 23:32:21.737199,409400,311800,16050,17250
2025-10-27 23:37:21.737199,402500,318200,16700,19500
2025-10-27 23:42:21.737199,400500,319000,19750,19100
2025-10-27 23:47:21.737199,398400,322100,18550,17500
2025-10-27 23:52:21.737199,405800,323700,18500,18350
2025-10-27 23:57:21.737199,389900,320500,17000,19800
2025-10-28 00:02:21.737199,394600,312100,16350,18900
2025-10-28 00:07:21.737199,411100,316500,18050,18300
2025-10-28 00:12:21.737199,414000,326100,16500,16950
2025-10-28 00:17:21.737199,393500,322900,18100,19900
2025-10-28 00:22:21.737199,403100,320000,18500,19250
2025-10-28 00:27:21.737199,395700,323600,18200,18650
2025-10-28 00:32:21.737199,396200,317200,16050,16400
2025-10-28 00:37:21.737199,408500,329200,17050,18450
2025-10-28 00:42:21.737199,412400,318100,17000,16250
2025-10-28 00:47:21.737199,404500,325400,18100,17900
2025-10-28 00:52:21.737199,404200,326400,16150,18750
2025-10-28 00:57:21.737199,399200,316700,19300,18650
2025-10-28 01:02:21.737199,403300,319100,18600,17350
2025-10-28 01:07:21.737199,392900,320500,17650,17750
2025-10-28 01:12:21.737199,397500,319500,17750,18750
2025-10-28 01:17:21.737199,406100,310300,17400,16050
2025-10-28 01:22:21.737199,401200,327700,19450,16450
2025-10-28 01:27:21.737199,386900,325600,17750,18650
2025-10-28 01:32:21.737199,402200,321100,19600,17000
2025-10-28 01:37:21.737199,406500,318900,16250,19550
2025-10-28 01:42:21.737199,390500,321200,16950,16300
2025-10-28 01:47:21.737199,402300,316900,17100,17100
2025-10-28 01:52:21.737199,387600,325600,17650,17500
2025-10-28 01:57:21.737199,410700,319300,17000,17700
2025-10-28 02:02:21.737199,400200,312600,17550,17150
2025-10-28 02:07:21.737199,398800,325500,16200,19650
2025-10-28 02:12:21.737199,399100,320100,16550,19700
2025-10-28 02:17:21.737199,395800,319700,17300,16250
2025-10-28 02:22:21.737199,398400,328700,16150,17050
2025-10-28 02:27:21.737199,400200,317700,19850,18500
2025-10-28 02:32:21.737199,396400,321800,16850,16450
2025-10-28 02:37:21.737199,393000,321800,19150,19700
2025-10-28 02:42:21.737199,402200,317200,19250,17050
2025-10-28 02:47:21.737199,395400,317300,18050,18000
2025-10-28 02:52:21.737199,398700,323800,19200,17900
2025-10-28 02:57:21.737199,392500,309600,19650,17000
2025-10-28 03:02:21.737199,387800,314100,16150,17800
2025-10-28 03:07:21.737199,395100,324800,19350,17250
2025-10-28 03:12:21.737199,399500,312500,17700,17200
2025-10-28 03:17:21.737199,398300,317000,17900,16050
2025-10-28 03:22:21.737199,392200,319900,17950,17450
2025-10-28 03:27:21.737199,396000,319000,16200,16050
2025-10-28 03:32:21.737199,395000,320600,19700,16300
2025-10-28 03:37:21.737199,399200,318000,19550,19550
2025-10-28 03:42:21.737199,404700,314900,16900,19050
2025-10-28 03:47:21.737199,403800,318500,19350,19700
2025-10-28 03:52:21.737199,398700,317700,18750,19650
2025-10-28 03:57:21.737199,407800,324500,19800,18050
2025-10-28 04:02:21.737199,405600,317600,16200,16000
2025-10-28 04:07:21.737199,404500,321300,16150,19900
2025-10-28 04:12:21.737199,393800,315600,17850,16600
2025-10-28 04:17:21.737199,400400,311000,16350,16350
2025-10-28 04:22:21.737199,406300,331800,18750,16950
2025-10-28 04:27:21.737199,398300,319000,16100,16850
2025-10-28 04:32:21.737199,396100,322100,19900,17450
2025-10-28 04:37:21.737199,402500,314800,16250,19300
2025-10-28 04:42:21.737199,402400,330800,19800,16050
2025-10-28 04:47:21.737199,396200,310900,17900,19900
2025-10-28 04:52:21.737199,379700,323000,19650,19750
2025-10-28 04:57:21.737199,410000,317300,16050,19800
2025-10-28 05:02:21.737199,394900,321300,17000,18700
2025-10-28 05:07:21.737199,407100,321100,18250,19500
2025-10-28 05:12:21.737199,404600,319000,19850,18150
2025-10-28 05:17:21.737199,398500,315600,19400,16000
2025-10-28 05:22:21.737199,383600,320000,19700,18850
2025-10-28 05:27:21.737199,399500,321500,17300,16050
2025-10-28 05:32:21.737199,400300,318200,18000,19150
2025-10-28 05:37:21.737199,402800,316200,19000,18800
2025-10-28 05:42:21.737199,399700,323500,19800,17350
2025-10-28 05:47:21.737199,399300,328000,19000,19850
2025-10-28 05:52:21.737199,416700,320900,16750,19650
2025-10-28 05:57:21.737199,408400,313600,17400,17150
2025-10-28 06:02:21.737199,402100,313800,16900,18600
2025-10-28 06:07:21.737199,397700,314100,17650,16550
2025-10-28 06:12:21.737199,408600,314500,16500,18600
2025-10-28 06:17:21.737199,399700,318500,16300,17800
2025-10-28 06:22:21.737199,392800,322800,17500,17550
2025-10-28 06:27:21.737199,404000,317900,16000,16950
2025-10-28 06:32:21.737199,399200,315400,17550,18150
2025-10-28 06:37:21.737199,414700,321500,17550,19400
2025-10-28 06:42:21.737199,396200,317700,16650,17000
2025-10-28 06:47:21.737199,406700,322700,17100,19100
2025-10-28 06:52:21.737199,401600,329800,17150,16200
2025-10-28 06:57:21.737199,385800,320400,19300,16350
2025-10-28 07:02:21.737199,404400,316200,16650,19350
2025-10-28 07:07:21.737199,397400,326600,19150,16400
2025-10-28 07:12:21.737199,405500,328000,19750,18900
2025-10-28 07:17:21.737199,398200,333400,17900,18950
2025-10-28 07:22:21.737199,399700,338300,19750,18750
2025-10-28 07:27:21.737199,408800,327100,16650,17050
2025-10-28 07:32:21.737199,401600,323600,17050,16050
2025-10-28 07:37:21.737199,398800,333200,16350,18700
2025-10-28 07:42:21.737199,415000,325700,18100,18600
2025-10-28 07:47:21.737199,394700,326800,16750,18550
2025-10-28 07:52:21.737199,397900,317100,17500,18400
2025-10-28 07:57:21.737199,399400,319500,19050,17550
2025-10-28 08:02:21.737199,401700,317200,18250,18250
2025-10-28 08:07:21.737199,410300,323700,18200,18550
2025-10-28 08:12:21.737199,396700,316400,16550,18750
2025-10-28 08:17:21.737199,396600,324100,16250,17700
2025-10-28 08:22:21.737199,394000,310200,19600,16750
2025-10-28 08:27:21.737199,408900,318000,18350,18900
2025-10-28 08:32:21.737199,402400,319700,16750,19800
2025-10-28 08:37:21.737199,398100,321700,17150,18950
2025-10-28 08:42:21.737199,404700,314400,17850,16600
2025-10-28 08:47:21.737199,404400,328800,16950,17000
2025-10-28 08:52:21.737199,414000,325200,17150,19650
2025-10-28 08:57:21.737199,386500,316900,16850,19250
2025-10-28 09:02:21.737199,407100,311900,16600,17400
2025-10-28 09:07:21.737199,403800,316900,18100,18600
2025-10-28 09:12:21.737199,400600,322000,18750,19350
2025-10-28 09:17:21.737199,389700,317600,17900,16100
2025-10-28 09:22:21.737199,389300,323700,17500,17400
2025-10-28 09:27:21.737199,401000,328700,17150,18600
2025-10-28 09:32:21.737199,397900,317500,18100,16750
2025-10-28 09:37:21.737199,410900,324400,16250,17700
2025-10-28 09:42:21.737199,400000,313100,19850,16800
2025-10-28 09:47:21.737199,403200,322200,16850,17850
2025-10-28 09:52:21.737199,398000,325100,16250,18250
2025-10-28 09:57:21.737199,406400,329600,16350,17350
2025-10-28 10:02:21.737199,400100,324800,19050,17950
2025-10-28 10:07:21.737199,391900,325300,19150,17100
2025-10-28 10:12:21.737199,399800,321500,16300,17150
2025-10-28 10:17:21.737199,394900,327100,19300,17450
2025-10-28 10:22:21.737199,413300,316200,18500,16700
2025-10-28 10:27:21.737199,407800,313700,17250,16000
2025-10-28 10:32:21.737199,401500,319500,16800,16950
2025-10-28 10:37:21.737199,399700,325000,18350,19550
2025-10-28 10:42:21.737199,397800,326900,17950,16250
2025-10-28 10:47:21.737199,408200,317500,17650,16450
2025-10-28 10:52:21.737199,391600,314700,18950,19300
2025-10-28 10:57:21.737199,404000,319300,17150,16900
2025-10-28 11:02:21.737199,399300,310300,17950,16950
2025-10-28 11:07:21.737199,409700,328400,17750,16250
2025-10-28 11:12:21.737199,397100,322800,18850,19700
2025-10-28 11:17:21.737199,401300,323500,19800,16250
2025-10-28 11:22:21.737199,397600,316500,18050,19150
2025-10-28 11:27:21.737199,393800,315000,18950,17050
2025-10-28 11:32:21.737199,391900,321900,16700,16450
2025-10-28 11:37:21.737199,414800,318600,17500,17650
2025-10-28 11:42:21.737199,402500,321400,18100,16650
2025-10-28 11:47:21.737199,395800,316300,19700,16450
2025-10-28 11:52:21.737199,391900,317100,18450,19950
2025-10-28 11:57:21.737199,396600,316600,19350,16850
2025-10-28 12:02:21.737199,397200,328000,19550,17550
2025-10-28 12:07:21.737199,401700,331400,18750,19550
2025-10-28 12:12:21.737199,398300,315300,18750,16300
2025-10-28 12:17:21.737199,402000,314000,16150,19150
2025-10-28 12:22:21.737199,395200,327400,16200,19650
2025-10-28 12:27:21.737199,405300,316600,19750,16550
2025-10-28 12:32:21.737199,397500,325300,17700,18950
2025-10-28 12:37:21.737199,394200,317400,16950,18700
2025-10-28 12:42:21.737199,398200,319700,16950,16550
2025-10-28 12:47:21.737199,403600,322500,16050,16700
2025-10-28 12:52:21.737199,394500,320800,18500,19800
2025-10-28 12:57:21.737199,412500,327200,18000,19150
2025-10-28 13:02:21.737199,414500,323200,17450,16500
2025-10-28 13:07:21.737199,401700,323700,18000,16050
2025-10-28 13:12:21.737199,402100,322700,18850,16350
2025-10-28 13:17:21.737199,407000,312700,19550,17800
2025-10-28 13:22:21.737199,396200,322500,17700,17250
2025-10-28 13:27:21.737199,399000,323200,16900,16500
2025-10-28 13:32:21.737199,402200,320200,17350,17600
2025-10-28 13:37:21.737199,401700,327200,18300,17700
2025-10-28 13:42:21.737199,395200,313800,17050,17600
2025-10-28 13:47:21.737199,411600,322500,17000,16200
2025-10-28 13:52:21.737199,408300,321500,19850,19300
2025-10-28 13:57:21.737199,404000,319600,17650,17450
2025-10-28 14:02:21.737199,403600,320000,19400,17350
2025-10-28 14:07:21.737199,398100,314200,16250,16800
2025-10-28 14:12:21.737199,392400,318800,18700,16450
2025-10-28 14:17:21.737199,395100,322300,17200,16600
2025-10-28 14:22:21.737199,393400,325800,16650,16150
2025-10-28 14:27:21.737199,386900,319600,17750,18900
2025-10-28 14:32:21.737199,406500,320400,17350,18300
2025-10-28 14:37:21.737199,409400,325700,19450,19600
2025-10-28 14:42:21.737199,397500,318400,18400,16000
2025-10-28 14:47:21.737199,403100,321100,17500,17200
2025-10-28 14:52:21.737199,398000,321600,19900,18400
2025-10-28 14:57:21.737199,411400,310300,19900,18200
2025-10-28 15:02:21.737199,398300,317800,16800,18550
2025-10-28 15:07:21.737199,407000,317900,19150,17150
2025-10-28 15:12:21.737199,402100,324500,16250,17900
2025-10-28 15:17:21.737199,399000,318000,16050,19200
2025-10-28 15:22:21.737199,400200,318200,17150,17950
2025-10-28 15:27:21.737199,399500,321600,16550,19200
2025-10-28 15:32:21.737199,403900,317400,17500,16600
2025-10-28 15:37:21.737199,396100,321200,16650,16950
2025-10-28 15:42:21.737199,395200,324400,17300,19200
2025-10-28 15:47:21.737199,403400,319400,18150,17150
2025-10-28 15:52:21.737199,401500,318300,18550,18650
2025-10-28 15:57:21.737199,407800,324900,17900,17450
2025-10-28 16:02:21.737199,407200,322300,19250,16150
2025-10-28 16:07:21.737199,408400,309800,18050,18100
2025-10-28 16:12:21.737199,405000,317600,18500,19250
2025-10-28 16:17:21.737199,403300,314400,19050,16950
2025-10-28 16:22:21.737199,409700,324000,19050,19050
2025-10-28 16:27:21.737199,409300,319900,16050,18300
2025-10-28 16:32:21.737199,387900,323500,16900,19550
2025-10-28 16:37:21.737199,401000,321000,18300,17950
2025-10-28 16:42:21.737199,402000,324200,16250,16200
2025-10-28 16:47:21.737199,402400,318100,16000,17650
2025-10-28 16:52:21.737199,397400,325700,16500,16350
2025-10-28 16:57:21.737199,396800,322200,19500,16350
2025-10-28 17:02:21.737199,394300,324900,17550,16550
2025-10-28 17:07:21.737199,397700,309600,17350,16050
2025-10-28 17:12:21.737199,403000,314400,16800,18450
2025-10-28 17:17:21.737199,405500,316800,17600,16400
2025-10-28 17:22:21.737199,399700,317500,19950,16950
2025-10-28 17:27:21.737199,412000,324500,19900,18800
2025-10-28 17:32:21.737199,400700,323200,17850,19250
2025-10-28 17:37:21.737199,397900,321100,18150,16800
2025-10-28 17:42:21.737199,399800,320000,19900,17150
2025-10-28 17:47:21.737199,388100,328500,19250,17350
2025-10-28 17:52:21.737199,392200,323600,17100,18600
2025-10-28 17:57:21.737199,405900,315700,17550,16800
2025-10-28 18:02:21.737199,407500,330800,18750,19200
2025-10-28 18:07:21.737199,400400,315800,17200,16850
2025-10-28 18:12:21.737199,404200,326300,16550,18750
2025-10-28 18:17:21.737199,407700,321500,17250,16500
2025-10-28 18:22:21.737199,396800,322400,16250,16200
2025-10-28 18:27:21.737199,397800,318000,16700,19850
2025-10-28 18:32:21.737199,394900,318000,16700,17450
2025-10-28 18:37:21.737199,392700,314300,19300,19350
2025-10-28 18:42:21.737199,408100,324900,17550,18400
2025-10-28 18:47:21.737199,393700,317400,19250,18300
2025-10-28 18:52:21.737199,382400,317000,17050,17850
2025-10-28 18:57:21.737199,398100,327900,18250,16950
2025-10-28 19:02:21.737199,407600,331100,18800,18750
2025-10-28 19:07:21.737199,405000,324600,18250,19150
2025-10-28 19:12:21.737199,394400,321900,17750,18300
2025-10-28 19:17:21.737199,387800,324200,18650,17200
2025-10-28 19:22:21.737199,401100,324700,16650,16650
2025-10-28 19:27:21.737199,404200,320400,16550,17300
2025-10-28 19:32:21.737199,398100,322600,18250,16300
2025-10-28 19:37:21.737199,402400,317200,17500,17500
2025-10-28 19:42:21.737199,393200,310500,17000,18250
2025-10-28 19:47:21.737199,397400,321800,18900,17850
2025-10-28 19:52:21.737199,394700,315000,16250,16050
2025-10-28 19:57:21.737199,405200,313800,17700,16800
2025-10-28 20:02:21.737199,401300,315800,16650,16100
2025-10-28 20:07:21.737199,410000,316500,18500,18200
2025-10-28 20:12:21.737199,408900,314600,18250,16050
2025-10-28 20:17:21.737199,385400,310700,16350,16500
2025-10-28 20:22:21.737199,402600,322600,18650,19850
2025-10-28 20:27:21.737199,396600,326100,19900,16800
2025-10-28 20:32:21.737199,400700,319300,16600,17250
2025-10-28 20:37:21.737199,400300,328300,18450,19850
2025-10-28 20:42:21.737199,397200,317300,19600,17950
2025-10-28 20:47:21.737199,393900,314100,16400,17050
2025-10-28 20:52:21.737199,404300,318300,17900,17700
2025-10-28 20:57:21.737199,395700,316500,17150,16300
2025-10-28 21:02:21.737199,399100,314700,16350,18500
2025-10-28 21:07:21.737199,398500,320100,19450,17600
2025-10-28 21:12:21.737199,405100,319500,17300,16650
2025-10-28 21:17:21.737199,409100,327400,17950,16400
2025-10-28 21:22:21.737199,398400,319300,16950,18100
2025-10-28 21:27:21.737199,402400,322900,17100,18550
2025-10-28 21:32:21.737199,406200,326600,19350,17050
2025-10-28 21:37:21.737199,401900,315700,18600,17000
2025-10-28 21:42:21.737199,402500,320400,16450,16500
2025-10-28 21:47:21.737199,402000,319400,16300,16050
2025-10-28 21:52:21.737199,394500,321800,19800,18550
2025-10-28 21:57:21.737199,401600,310500,16550,18950
2025-10-28 22:02:21.737199,408300,321900,19600,19750
2025-10-28 22:07:21.737199,393800,320100,16150,19650
2025-10-28 22:12:21.737199,396400,315000,19000,18400
2025-10-28 22:17:21.737199,397200,327200,16700,16550
2025-10-28 22:22:21.737199,401200,328300,18650,19000
2025-10-28 22:27:21.737199,398000,320400,18950,17700
2025-10-28 22:32:21.737199,397800,328900,19050,16150
2025-10-28 22:37:21.737199,399100,320300,17450,16950
2025-10-28 22:42:21.737199,391500,320800,17650,18300
2025-10-28 22:47:21.737199,403100,325800,19100,17350
2025-10-28 22:52:21.737199,407400,315300,18400,18100
2025-10-28 22:57:21.737199,403200,318800,17050,16050
2025-10-28 23:02:21.737199,394400,316100,19900,17200
2025-10-28 23:07:21.737199,399600,322400,19050,19800
2025-10-28 23:12:21.737199,385100,324800,16600,17800
2025-10-28 23:17:21.737199,400300,327500,17950,19100
2025-10-28 23:22:21.737199,402200,322000,16850,16950
2025-10-28 23:27:21.737199,399900,320500,17750,16900
2025-10-28 23:32:21.737199,399700,310700,18000,19750
2025-10-28 23:37:21.737199,390800,312900,17650,17000
2025-10-28 23:42:21.737199,398700,324900,18100,17350
2025-10-28 23:47:21.737199,393100,318500,17050,16100
2025-10-28 23:52:21.737199,399100,315600,17400,16350
2025-10-28 23:57:21.737199,402700,322000,16750,18500
2025-10-29 00:02:21.737199,395200,334300,19150,17300
2025-10-29 00:07:21.737199,395900,328800,16350,16200
2025-10-29 00:12:21.737199,403200,320900,18550,18700
2025-10-29 00:17:21.737199,396500,315100,18300,17750
2025-10-29 00:22:21.737199,406100,325900,19800,17200
2025-10-29 00:27:21.737199,406300,318900,16550,16250
2025-10-29 00:32:21.737199,399600,320300,19900,17600
2025-10-29 00:37:21.737199,408200,320000,19850,17200
2025-10-29 00:42:21.737199,410600,322500,17100,18000
2025-10-29 00:47:21.737199,393400,319300,19100,16950
2025-10-29 00:52:21.737199,405900,323700,17450,19500
2025-10-29 00:57:21.737199,407700,329000,17300,17750
2025-10-29 01:02:21.737199,394900,319200,17550,19250
2025-10-29 01:07:21.737199,401400,328200,16400,17000
2025-10-29 01:12:21.737199,404700,318700,19250,18950
2025-10-29 01:17:21.737199,392200,310000,18000,17650
2025-10-29 01:22:21.737199,404100,315400,16250,16100
2025-10-29 01:27:21.737199,397000,319800,17200,16550
2025-10-29 01:32:21.737199,399100,313800,17650,18250
2025-10-29 01:37:21.737199,405100,325000,16800,17300
2025-10-29 01:42:21.737199,405300,325000,17650,17450
2025-10-29 01:47:21.737199,399400,331000,17300,19600
2025-10-29 01:52:21.737199,400800,330200,16800,18850
2025-10-29 01:57:21.737199,402400,323600,16800,16350
2025-10-29 02:02:21.737199,386900,327300,17500,16000
2025-10-29 02:07:21.737199,393100,333100,19550,19700
2025-10-29 02:12:21.737199,402400,330100,18400,19100
2025-10-29 02:17:21.737199,408500,325600,18100,19500
2025-10-29 02:22:21.737199,393000,308200,18200,19250
2025-10-29 02:27:21.737199,412000,330500,19050,17350
2025-10-29 02:32:21.737199,409100,322200,18750,17150
2025-10-29 02:37:21.737199,401300,314500,17300,17750
2025-10-29 02:42:21.737199,407300,320100,19300,16800
2025-10-29 02:47:21.737199,398500,330700,19000,17050
2025-10-29 02:52:21.737199,401700,320100,19250,16050
2025-10-29 02:57:21.737199,407900,310000,17250,18550
2025-10-29 03:02:21.737199,391800,319800,17850,17750
2025-10-29 03:07:21.737199,399600,326200,17600,17050
2025-10-29 03:12:21.737199,397200,320900,17000,16100
2025-10-29 03:17:21.737199,401100,324000,18800,16150
2025-10-29 03:22:21.737199,407900,317900,18350,18950
2025-10-29 03:27:21.737199,405400,320800,17750,16450
2025-10-29 03:32:21.737199,402800,324000,16500,16150
2025-10-29 03:37:21.737199,400700,319800,18150,17850
2025-10-29 03:42:21.737199,399400,323600,17100,16950
2025-10-29 03:47:21.737199,410000,332500,19000,16000
2025-10-29 03:52:21.737199,397200,315000,16400,18450
2025-10-29 03:57:21.737199,396800,324700,16900,18800
2025-10-29 04:02:21.737199,404600,315600,18150,18000
2025-10-29 04:07:21.737199,399200,317800,17500,19950
2025-10-29 04:12:21.737199,396200,307900,18650,17550
2025-10-29 04:17:21.737199,390300,321600,17350,16700
2025-10-29 04:22:21.737199,386400,327900,19100,19200
2025-10-29 04:27:21.737199,421100,311300,17400,17700
2025-10-29 04:32:21.737199,401800,316300,18050,18350
2025-10-29 04:37:21.737199,394700,332500,18200,19900
2025-10-29 04:42:21.737199,396600,327300,16800,16400
2025-10-29 04:47:21.737199,413200,310000,16400,17000
2025-10-29 04:52:21.737199,401900,317700,16900,16100
2025-10-29 04:57:21.737199,400200,322200,16500,16400
2025-10-29 05:02:21.737199,396100,316400,18050,18650
2025-10-29 05:07:21.737199,386900,316000,19650,19950
2025-10-29 05:12:21.737199,394600,317800,18050,18150
2025-10-29 05:17:21.737199,398500,318600,16450,18550
2025-10-29 05:22:21.737199,399900,312600,16900,16350
2025-10-29 05:27:21.737199,407400,314400,17250,19500
2025-10-29 05:32:21.737199,405700,317900,19950,17800
2025-10-29 05:37:21.737199,389200,307900,16350,16250
2025-10-29 05:42:21.737199,399800,318200,18350,19900
2025-10-29 05:47:21.737199,401300,316200,16600,19700
2025-10-29 05:52:21.737199,393900,321300,16300,16950
2025-10-29 05:57:21.737199,398100,307800,16100,18300
2025-10-29 06:02:21.737199,393400,317000,17050,16750
2025-10-29 06:07:21.737199,388400,319900,17750,18500
2025-10-29 06:12:21.737199,410000,318800,17000,19200
2025-10-29 06:17:21.737199,405200,325700,18100,17300
2025-10-29 06:22:21.737199,397200,323100,16000,19500
2025-10-29 06:27:21.737199,396700,319900,19000,17500
2025-10-29 06:32:21.737199,395400,325300,17500,18600
2025-10-29 06:37:21.737199,402000,319700,19550,17250
2025-10-29 06:42:21.737199,399800,329900,17150,16250
2025-10-29 06:47:21.737199,393600,315700,18150,16800
2025-10-29 06:52:21.737199,397500,328500,17800,18350
2025-10-29 06:57:21.737199,398200,325800,18750,17550
2025-10-29 07:02:21.737199,408500,326400,18750,18350
2025-10-29 07:07:21.737199,401800,317200,17950,18200
2025-10-29 07:12:21.737199,392800,312200,19300,17750
2025-10-29 07:17:21.737199,410900,317000,16950,17700
2025-10-29 07:22:21.737199,405100,324800,16750,16950
2025-10-29 07:27:21.737199,404000,314600,17200,19850
2025-10-29 07:32:21.737199,393800,312900,16650,17000
2025-10-29 07:37:21.737199,403700,317400,17800,17650
2025-10-29 07:42:21.737199,412300,318300,16600,19250
2025-10-29 07:47:21.737199,404700,325300,18200,19050
2025-10-29 07:52:21.737199,401700,321700,17600,19150
2025-10-29 07:57:21.737199,400100,305200,16050,16250
2025-10-29 08:02:21.737199,397600,324200,19500,16550
2025-10-29 08:07:21.737199,399100,313900,17550,17150
2025-10-29 08:12:21.737199,402800,326200,17050,17550
2025-10-29 08:17:21.737199,400300,322100,19600,16550
2025-10-29 08:22:21.737199,404800,321400,19900,17650
2025-10-29 08:27:21.737199,402700,323900,16200,17950
2025-10-29 08:32:21.737199,396400,328300,18700,16150
2025-10-29 08:37:21.737199,405600,322500,19550,18800
2025-10-29 08:42:21.737199,399100,328800,18650,17050
2025-10-29 08:47:21.737199,397400,315300,19450,18500
2025-10-29 08:52:21.737199,401100,319200,16050,17650
2025-10-29 08:57:21.737199,402200,323100,16900,18750
2025-10-29 09:02:21.737199,408300,323400,16500,16750
2025-10-29 09:07:21.737199,391200,312900,19900,18550
2025-10-29 09:12:21.737199,400000,326200,18900,18950
2025-10-29 09:17:21.737199,398800,313000,18900,16100
2025-10-29 09:22:21.737199,401700,325800,19150,19400
2025-10-29 09:27:21.737199,398800,321700,18450,17950
2025-10-29 09:32:21.737199,397600,321500,16850,16250
2025-10-29 09:37:21.737199,392900,329000,16700,19550
2025-10-29 09:42:21.737199,386100,316200,16250,19450
2025-10-29 09:47:21.737199,397800,325500,19650,18500
2025-10-29 09:52:21.737199,399100,316700,18000,17050
2025-10-29 09:57:21.737199,407200,316400,17950,19400
2025-10-29 10:02:21.737199,402400,330800,19350,16300
2025-10-29 10:07:21.737199,402100,314100,19050,16400
2025-10-29 10:12:21.737199,399000,328000,18300,17500
2025-10-29 10:17:21.737199,408700,317100,17800,19950
2025-10-29 10:22:21.737199,400800,314700,16150,19750
2025-10-29 10:27:21.737199,383700,310500,17800,16700
2025-10-29 10:32:21.737199,389000,310900,19750,18900
2025-10-29 10:37:21.737199,394600,311300,16150,18700
2025-10-29 10:42:21.737199,396800,307100,17850,19750
2025-10-29 10:47:21.737199,396400,328300,17350,17350
2025-10-29 10:52:21.737199,398800,311900,18800,18200
2025-10-29 10:57:21.737199,388900,314000,18200,16500
2025-10-29 11:02:21.737199,408300,312600,19200,19900
2025-10-29 11:07:21.737199,398200,321000,18500,16600
2025-10-29 11:12:21.737199,397400,322900,17600,18300
2025-10-29 11:17:21.737199,406700,319900,19400,18150
2025-10-29 11:22:21.737199,401300,324400,17900,16300
