time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change
22:21.7,18758.13386,18759.87766,18738.27321,18745.60829,950,18754.36051,85660,394100,319200,18500,17350,-41863,713300,-11100
27:21.7,18759.07796,18778.64198,18751.88958,18763.63675,1440,18773.17631,44571,397200,323900,18950,18250,-41089,721100,7800
32:21.7,18765.13013,18786.49504,18746.73205,18750.61245,4670,18754.44561,92089,397300,319800,18450,18450,47518,717100,-4000
37:21.7,18707.93499,18729.61628,18703.62471,18718.06244,1130,18723.63687,71201,399800,322700,17550,17900,-20888,722500,5400
42:21.7,18701.18702,18710.83651,18682.55035,18696.78172,4620,18702.13829,61119,405000,312600,16350,19000,-10082,717600,-4900
47:21.7,18682.25275,18686.36526,18673.92444,18681.37808,1800,18692.01449,122573,394900,313400,19750,19450,61454,708300,-9300
52:21.7,18654.39159,18678.77965,18649.21398,18666.75755,580,18672.62573,82163,399300,325200,19700,17050,-40410,724500,16200
57:21.7,18646.71408,18646.84935,18634.60001,18634.7134,2520,18642.0474,83868,402400,329900,16500,19800,1705,732300,7800
02:21.7,18697.25033,18708.8065,18683.32155,18684.18919,4580,18692.92962,92684,403900,335000,16400,17400,8816,738900,6600
07:21.7,18715.41912,18727.15685,18698.06266,18709.95797,3470,18724.69335,132929,391700,317400,16750,18600,40245,709100,-29800
12:21.7,18699.5782,18716.12507,18688.7971,18709.28682,2230,18709.74063,96767,392100,321600,18550,18200,-36162,713700,4600
17:21.7,18715.83284,18720.87147,18692.56527,18701.61493,1220,18714.47626,119031,402700,320500,16750,17850,22264,723200,9500
22:21.7,18755.34681,18762.05873,18725.05146,18728.78778,1330,18746.41774,93693,392200,324300,17300,17800,-25338,716500,-6700
27:21.7,18781.56541,18804.05034,18767.47011,18777.32867,1080,18778.14337,68390,398900,321100,17350,17500,-25303,720000,3500
32:21.7,18783.43324,18809.14249,18780.38414,18788.61504,700,18791.1508,76203,394800,309700,16350,16700,7813,704500,-15500
37:21.7,18765.4022,18783.11101,18764.06056,18776.66389,4550,18778.00576,99924,404500,329300,16400,18950,23721,733800,29300
42:21.7,18785.25401,18800.50655,18764.69568,18780.9037,2060,18788.36097,102152,399400,321100,17700,16900,2228,720500,-13300
47:21.7,18796.53283,18800.13394,18790.12567,18792.66613,3680,18785.9289,110854,406500,314900,19350,19700,8702,721400,900
52:21.7,18821.97779,18837.53683,18821.72008,18832.83714,3780,18833.78162,110862,406100,324100,17150,18900,8,730200,8800
57:21.7,18840.10752,18856.0488,18804.11328,18822.49446,1100,18824.71377,118003,396900,319200,18850,18350,7141,716100,-14100
02:21.7,18869.98011,18871.5877,18859.83425,18866.31442,1130,18868.04393,84616,395400,321800,19400,18250,-33387,717200,1100
07:21.7,18855.02492,18864.48378,18840.54369,18856.82015,3740,18858.49183,136544,402400,310800,16250,17600,51928,713200,-4000
12:21.7,18892.50993,18904.57718,18886.86544,18896.75337,2170,18897.75909,138375,395900,325900,18350,17350,1831,721800,8600
17:21.7,18898.29947,18908.42027,18886.76274,18893.48223,2520,18901.66719,89589,389500,330800,19300,18000,-48786,720300,-1500
22:21.7,18957.40906,18977.39929,18956.29887,18957.73551,1780,18964.58823,84121,406700,318800,16500,18800,-5468,725500,5200
27:21.7,18938.01074,18938.21939,18912.21473,18914.44875,2940,18927.89731,64303,388300,317900,19850,16800,-19818,706200,-19300
32:21.7,18987.57843,18998.22914,18972.41594,18981.32915,1550,18989.56667,103417,413400,309600,16500,17200,39114,723000,16800
37:21.7,18993.40597,18999.48604,18989.75555,18997.7128,3700,18995.25684,109048,410000,316500,16650,17100,5631,726500,3500
42:21.7,18975.04581,18981.96282,18963.77501,18965.72627,1710,18968.55195,88413,387500,331700,16050,16650,-20635,719200,-7300
47:21.7,18961.46779,18965.35641,18946.24533,18962.027,3670,18964.24803,105655,388100,320600,18400,18400,17242,708700,-10500
52:21.7,18952.54812,18960.02119,18932.83045,18956.7828,2310,18962.02571,72243,405300,325300,17200,16450,-33412,730600,21900
57:21.7,18964.80014,18967.37286,18950.11986,18961.55195,1520,18971.56317,119353,404200,328100,18400,17650,47110,732300,1700
02:21.7,18979.86898,18993.03292,18970.97885,18981.48667,3650,18986.34119,89380,404600,325100,16750,18750,-29973,729700,-2600
07:21.7,18963.73251,18974.36671,18941.6004,18954.60401,3510,18959.46677,105775,394400,320100,18950,19750,16395,714500,-15200
12:21.7,18963.22938,18969.95518,18950.08377,18961.27037,3100,18965.11974,104203,405300,316600,19200,16800,-1572,721900,7400
17:21.7,19024.45418,19030.44384,19017.4922,19030.25869,1620,19038.69243,60791,394000,322400,16250,18600,-43412,716400,-5500
22:21.7,19074.00719,19076.82534,19062.04284,19075.50425,4550,19076.0637,116680,387800,316400,17750,17400,55889,704200,-12200
27:21.7,19086.68581,19090.73114,19073.44921,19081.08834,4860,19076.56416,84311,401500,315900,16750,16150,-32369,717400,13200
32:21.7,19087.96476,19093.01772,19068.30563,19090.10468,1190,19097.61422,104050,399300,309500,18500,16100,19739,708800,-8600
37:21.7,19091.59271,19108.41141,19086.25925,19098.41423,2090,19104.38344,71802,403100,313600,16900,16650,-32248,716700,7900
42:21.7,19109.36145,19112.5646,19088.28135,19089.77491,2890,19101.17199,90412,398200,315100,16750,16700,18610,713300,-3400
47:21.7,19080.25736,19104.11642,19076.98579,19091.31507,600,19081.22772,107264,396700,318700,17550,19200,16852,715400,2100
52:21.7,19073.08329,19080.17516,19058.02018,19069.87658,1870,19073.11646,78413,404600,320100,17500,17800,-28851,724700,9300
57:21.7,19025.59567,19031.59264,19018.18163,19029.64327,2160,19034.05842,79509,400600,321700,16950,16200,1096,722300,-2400
02:21.7,19037.18264,19048.87777,19030.97758,19048.57875,2960,19043.75444,102501,402700,321800,19500,16450,22992,724500,2200
07:21.7,19055.86335,19071.18025,19039.85241,19042.79414,4030,19046.10799,96649,400700,316500,17450,17800,-5852,717200,-7300
12:21.7,19042.24748,19042.44324,19015.46192,19035.4928,800,19046.078,106986,399000,336000,16600,17200,10337,735000,17800
17:21.7,19087.44983,19090.20972,19083.37841,19084.696,610,19100.4568,92643,398900,324000,18250,16000,-14343,722900,-12100
22:21.7,19052.57749,19063.80826,19027.15046,19045.11123,2920,19054.53327,112829,395700,320000,17150,19100,20186,715700,-7200
27:21.7,19010.96336,19029.54464,19010.459,19027.45476,1570,19029.40809,88660,387500,332000,18650,17500,-24169,719500,3800
32:21.7,19017.55518,19023.35102,19001.184,19009.40832,3850,19020.4044,111941,401900,320400,19600,17700,23281,722300,2800
37:21.7,19047.639,19062.45209,19037.80764,19042.34807,4710,19051.36311,81864,406100,320000,18950,16150,-30077,726100,3800
42:21.7,19096.00304,19099.87241,19079.98993,19097.95455,3720,19098.99888,87780,396100,317600,17750,18400,5916,713700,-12400
47:21.7,19083.05411,19084.01581,19057.65673,19071.58377,2430,19072.06935,114613,401300,322900,18900,19250,26833,724200,10500
52:21.7,19114.14703,19114.54162,19098.98277,19110.36548,3570,19113.22151,89712,391200,324200,16100,16750,-24901,715400,-8800
57:21.7,19113.23411,19126.18119,19106.78208,19116.26789,1820,19114.06465,76575,403900,313400,19450,19200,-13137,717300,1900
02:21.7,19108.47663,19111.67194,19088.90374,19105.29641,4440,19107.33613,134602,400600,328200,17950,19250,58027,728800,11500
07:21.7,19134.01286,19148.15358,19107.18645,19133.11943,3300,19139.73998,99297,403400,319600,16450,19550,-35305,723000,-5800
12:21.7,19152.93588,19162.45096,19147.25646,19147.86675,3400,19157.66188,109429,409900,319700,19650,16850,10132,729600,6600
17:21.7,19107.89166,19109.19027,19085.0454,19093.42249,2120,19095.0711,54758,384000,322700,16300,16150,-54671,706700,-22900
22:21.7,19150.45042,19154.33866,19136.97724,19153.52975,3270,19165.3384,126636,405400,316500,19050,16650,71878,721900,15200
27:21.7,19190.32744,19217.43498,19188.21633,19207.16631,4700,19214.75375,152924,388800,317300,17850,16750,26288,706100,-15800
32:21.7,19172.52048,19181.86426,19171.29913,19172.69688,4880,19180.53269,124843,409400,319600,18950,17450,-28081,729000,22900
37:21.7,19184.09853,19208.56016,19183.11395,19186.25927,2520,19184.8068,127694,400500,325600,18050,17350,2851,726100,-2900
42:21.7,19198.51207,19205.32499,19195.65344,19205.16169,1450,19219.41822,91824,411300,309100,18750,18950,-35870,720400,-5700
47:21.7,19206.21242,19211.06219,19187.94583,19194.0229,2720,19201.04809,105036,402800,322500,16450,17000,13212,725300,4900
52:21.7,19190.55695,19207.70472,19186.83753,19206.89305,2860,19208.81758,109761,406300,315100,19200,19750,4725,721400,-3900
57:21.7,19171.42516,19180.20553,19152.87715,19173.36462,1660,19174.27085,86047,397800,325100,17850,19750,-23714,722900,1500
02:21.7,19170.88202,19203.99111,19169.45032,19186.52408,2410,19188.57444,97518,391000,320400,16950,17000,11471,711400,-11500
07:21.7,19204.82712,19211.60425,19175.06306,19197.78823,3250,19195.76284,79980,397500,322700,18000,17150,-17538,720200,8800
12:21.7,19220.68533,19251.54688,19217.28547,19238.15753,1550,19247.70908,92089,405100,331200,19400,19350,12109,736300,16100
17:21.7,19210.19521,19234.01506,19200.78893,19217.64065,530,19216.20362,116817,393300,318800,17100,19150,24728,712100,-24200
22:21.7,19232.63713,19239.06258,19231.06621,19237.95534,670,19243.47562,64684,409500,321700,16800,18700,-52133,731200,19100
27:21.7,19150.82647,19156.38006,19138.24366,19153.06736,3560,19154.31278,119062,412200,322500,19700,16050,54378,734700,3500
32:21.7,19184.04648,19192.57526,19172.5633,19181.66259,690,19189.35902,68452,409400,311800,16050,17250,-50610,721200,-13500
37:21.7,19134.24096,19156.46496,19124.08779,19145.72659,1710,19154.18922,101049,402500,318200,16700,19500,32597,720700,-500
42:21.7,19124.03248,19132.70788,19119.8884,19125.3746,1860,19125.5052,102868,400500,319000,19750,19100,1819,719500,-1200
47:21.7,19092.13145,19092.78127,19056.63402,19073.35367,1290,19076.97452,111456,398400,322100,18550,17500,8588,720500,1000
52:21.7,19055.28064,19065.08238,19041.15939,19044.63649,2030,19040.19876,96389,405800,323700,18500,18350,-15067,729500,9000
57:21.7,19088.68025,19093.4685,19078.88527,19086.90647,4070,19100.46129,79106,389900,320500,17000,19800,-17283,710400,-19100
02:21.7,19075.484,19080.80952,19068.9293,19078.44069,740,19088.36913,103690,394600,312100,16350,18900,24584,706700,-3700
07:21.7,19085.59203,19086.33749,19080.89348,19085.05201,2180,19080.87884,143450,411100,316500,18050,18300,39760,727600,20900
12:21.7,19084.43966,19099.89281,19076.41036,19096.07134,1080,19094.92422,99711,414000,326100,16500,16950,-43739,740100,12500
17:21.7,19098.29161,19100.21722,19075.10174,19079.66025,3500,19082.7045,82372,393500,322900,18100,19900,-17339,716400,-23700
22:21.7,19100.68349,19111.8921,19100.25749,19102.05481,900,19106.09734,90657,403100,320000,18500,19250,8285,723100,6700
27:21.7,19064.15044,19064.58967,19034.03919,19046.82133,870,19046.71056,103004,395700,323600,18200,18650,12347,719300,-3800
32:21.7,19092.85214,19110.35846,19074.38851,19100.10467,1660,19097.36422,94627,396200,317200,16050,16400,-8377,713400,-5900
37:21.7,19078.90733,19079.68081,19077.78608,19078.00624,3240,19084.08277,91848,408500,329200,17050,18450,-2779,737700,24300
42:21.7,19034.60282,19043.1718,19028.65542,19038.59637,3190,19052.33929,126548,412400,318100,17000,16250,34700,730500,-7200
47:21.7,19022.57346,19046.72625,19012.51767,19014.35682,1760,19018.47152,110345,404500,325400,18100,17900,-16203,729900,-600
52:21.7,19065.63482,19078.21228,19053.14812,19077.83173,4540,19079.97772,97629,404200,326400,16150,18750,-12716,730600,700
57:21.7,19090.15626,19113.51016,19089.44663,19100.0996,4480,19101.64572,97782,399200,316700,19300,18650,153,715900,-14700
02:21.7,19080.36594,19087.21353,19078.60528,19085.93306,520,19083.47065,103463,403300,319100,18600,17350,5681,722400,6500
07:21.7,19070.56331,19075.51555,19063.68067,19069.32833,3420,19069.29791,111206,392900,320500,17650,17750,7743,713400,-9000
12:21.7,19061.5555,19083.03508,19060.60897,19067.082,4220,19077.39411,125646,397500,319500,17750,18750,14440,717000,3600
17:21.7,19121.21837,19126.85389,19110.72882,19114.46005,4790,19106.40798,91761,406100,310300,17400,16050,-33885,716400,-600
22:21.7,19132.36744,19155.69611,19127.42991,19140.55184,650,19144.78249,80111,401200,327700,19450,16450,-11650,728900,12500
27:21.7,19144.90444,19168.5196,19138.65814,19160.69402,4470,19164.68684,88877,386900,325600,17750,18650,8766,712500,-16400
32:21.7,19174.70608,19198.21377,19168.84651,19184.9704,3140,19189.48884,82488,402200,321100,19600,17000,-6389,723300,10800
37:21.7,19181.76719,19185.95031,19169.70758,19174.76966,2880,19182.78903,69479,406500,318900,16250,19550,-13009,725400,2100
42:21.7,19174.50705,19180.44237,19161.53484,19177.97205,3120,19182.15953,128211,390500,321200,16950,16300,58732,711700,-13700
47:21.7,19169.05221,19169.71961,19125.8061,19156.65806,4470,19157.88049,117091,402300,316900,17100,17100,-11120,719200,7500
52:21.7,19167.1852,19179.27731,19163.39394,19172.67075,1830,19172.72852,54329,387600,325600,17650,17500,-62762,713200,-6000
57:21.7,19166.30672,19177.17777,19165.97829,19170.62492,2620,19181.92607,104358,410700,319300,17000,17700,50029,730000,16800
02:21.7,19187.42897,19190.05505,19153.37977,19169.49049,640,19179.31131,92465,400200,312600,17550,17150,-11893,712800,-17200
07:21.7,19189.11598,19189.2529,19174.99921,19177.96918,4850,19198.36095,90081,398800,325500,16200,19650,-2384,724300,11500
12:21.7,19210.40775,19211.84467,19203.11909,19207.68814,3770,19209.91054,50269,399100,320100,16550,19700,-39812,719200,-5100
17:21.7,19208.27407,19209.21362,19199.72245,19205.38458,4670,19205.54851,99495,395800,319700,17300,16250,49226,715500,-3700
22:21.7,19210.73198,19214.91998,19173.65814,19199.11451,4090,19205.56446,101538,398400,328700,16150,17050,2043,727100,11600
27:21.7,19153.42938,19165.2373,19140.34385,19157.15451,1780,19163.45157,76462,400200,317700,19850,18500,-25076,717900,-9200
32:21.7,19179.9655,19186.14296,19172.89062,19182.37713,4010,19189.87565,132454,396400,321800,16850,16450,55992,718200,300
37:21.7,19190.12845,19194.48063,19181.6774,19188.26442,1710,19196.97857,115826,393000,321800,19150,19700,-16628,714800,-3400
42:21.7,19219.07007,19234.27449,19204.68858,19211.80726,2900,19219.26148,78673,402200,317200,19250,17050,-37153,719400,4600
47:21.7,19135.94753,19146.46236,19127.55931,19145.98153,1640,19155.98549,120461,395400,317300,18050,18000,41788,712700,-6700
52:21.7,19196.17802,19216.67293,19189.83886,19212.06676,2460,19222.87166,90688,398700,323800,19200,17900,-29773,722500,9800
57:21.7,19192.35098,19199.34603,19184.01227,19187.71064,2710,19198.60453,121102,392500,309600,19650,17000,30414,702100,-20400
02:21.7,19224.47271,19231.12774,19198.68394,19218.58841,2630,19209.39421,71142,387800,314100,16150,17800,-49960,701900,-200
07:21.7,19194.70056,19205.74144,19183.49333,19199.41485,4530,19204.59321,103401,395100,324800,19350,17250,32259,719900,18000
12:21.7,19212.54382,19218.05878,19201.66053,19209.10449,1290,19207.6261,75674,399500,312500,17700,17200,-27727,712000,-7900
17:21.7,19182.40142,19187.54627,19172.86939,19181.06444,3120,19190.97403,83252,398300,317000,17900,16050,7578,715300,3300
22:21.7,19164.65338,19181.65163,19160.79107,19171.74098,1840,19162.44862,61366,392200,319900,17950,17450,-21886,712100,-3200
27:21.7,19219.94726,19223.86294,19198.98471,19201.5984,3550,19213.90216,75310,396000,319000,16200,16050,13944,715000,2900
32:21.7,19214.64284,19236.03703,19214.09262,19227.30819,2910,19226.1659,75194,395000,320600,19700,16300,-116,715600,600
37:21.7,19221.10291,19222.98816,19215.83569,19221.80141,4350,19219.33796,72692,399200,318000,19550,19550,-2502,717200,1600
42:21.7,19246.39724,19247.59327,19229.54984,19242.43736,3520,19248.34238,103772,404700,314900,16900,19050,31080,719600,2400
47:21.7,19260.90531,19262.94103,19252.89674,19260.04594,3190,19261.74119,64676,403800,318500,19350,19700,-39096,722300,2700
52:21.7,19265.44426,19272.63616,19263.965,19265.08235,3360,19279.21939,105976,398700,317700,18750,19650,41300,716400,-5900
57:21.7,19276.18661,19279.32456,19241.22495,19259.50113,990,19271.22843,120117,407800,324500,19800,18050,14141,732300,15900
02:21.7,19345.99852,19382.48956,19344.89761,19360.45905,2380,19361.36415,82218,405600,317600,16200,16000,-37899,723200,-9100
07:21.7,19344.51999,19353.16281,19334.02344,19344.9197,3460,19354.83873,98301,404500,321300,16150,19900,16083,725800,2600
12:21.7,19350.54962,19359.84968,19350.17659,19354.83579,630,19355.54058,93287,393800,315600,17850,16600,-5014,709400,-16400
17:21.7,19381.26359,19395.61544,19376.57663,19390.48471,4380,19391.1406,91769,400400,311000,16350,16350,-1518,711400,2000
22:21.7,19413.62412,19422.06213,19401.3182,19403.71189,2810,19411.74998,48890,406300,331800,18750,16950,-42879,738100,26700
27:21.7,19448.41624,19453.12608,19446.77849,19453.02038,3100,19465.40713,77463,398300,319000,16100,16850,28573,717300,-20800
32:21.7,19467.25328,19468.59021,19458.77328,19464.64816,2410,19465.96549,129228,396100,322100,19900,17450,51765,718200,900
37:21.7,19434.09946,19470.69562,19420.7423,19442.32758,4620,19444.08752,106476,402500,314800,16250,19300,-22752,717300,-900
42:21.7,19481.96907,19483.76283,19457.74786,19461.24778,2520,19466.89857,95172,402400,330800,19800,16050,-11304,733200,15900
47:21.7,19448.69274,19459.68299,19436.18613,19447.72911,3100,19446.40283,59585,396200,310900,17900,19900,-35587,707100,-26100
52:21.7,19457.71812,19460.3742,19442.46989,19451.85336,1620,19464.87877,111863,379700,323000,19650,19750,52278,702700,-4400
57:21.7,19435.91019,19460.27652,19431.88083,19440.11091,4230,19438.72938,81766,410000,317300,16050,19800,-30097,727300,24600
02:21.7,19434.23475,19439.69598,19427.19661,19438.80222,4010,19438.99742,75250,394900,321300,17000,18700,-6516,716200,-11100
07:21.7,19444.01542,19444.17121,19434.07992,19437.13587,850,19451.32832,77255,407100,321100,18250,19500,2005,728200,12000
12:21.7,19453.58492,19461.31384,19443.16749,19446.65776,1280,19451.799,110212,404600,319000,19850,18150,32957,723600,-4600
17:21.7,19466.09529,19475.5716,19457.91565,19465.01818,3240,19480.26074,98580,398500,315600,19400,16000,-11632,714100,-9500
22:21.7,19513.46648,19518.37967,19495.63872,19504.71818,4970,19507.33604,117291,383600,320000,19700,18850,18711,703600,-10500
27:21.7,19526.9413,19536.63312,19526.52117,19535.16199,3270,19553.83478,122514,399500,321500,17300,16050,5223,721000,17400
32:21.7,19519.98636,19527.4637,19509.68041,19516.3829,2110,19523.89076,85210,400300,318200,18000,19150,-37304,718500,-2500
37:21.7,19548.43072,19559.45665,19499.85982,19520.01719,3610,19519.51493,99146,402800,316200,19000,18800,13936,719000,500
42:21.7,19583.53611,19586.57053,19559.09531,19579.86594,660,19579.27167,93939,399700,323500,19800,17350,-5207,723200,4200
47:21.7,19547.70342,19560.15125,19534.78679,19537.55284,2530,19532.91927,72764,399300,328000,19000,19850,-21175,727300,4100
52:21.7,19565.42362,19569.47979,19529.67109,19549.46532,4890,19545.47049,75641,416700,320900,16750,19650,2877,737600,10300
57:21.7,19586.20842,19595.95426,19572.5429,19574.09017,660,19574.13207,96716,408400,313600,17400,17150,21075,722000,-15600
02:21.7,19577.66393,19584.11596,19577.33656,19578.73491,2510,19576.82639,98858,402100,313800,16900,18600,2142,715900,-6100
07:21.7,19618.30152,19649.01659,19617.4982,19631.33435,2590,19620.07815,98902,397700,314100,17650,16550,44,711800,-4100
12:21.7,19614.0824,19629.92054,19604.36175,19617.15381,4510,19626.02972,98933,408600,314500,16500,18600,31,723100,11300
17:21.7,19617.97353,19636.14976,19604.69489,19612.02434,4780,19620.50853,83680,399700,318500,16300,17800,-15253,718200,-4900
22:21.7,19613.07734,19618.77317,19610.1562,19617.54818,1270,19623.28657,142428,392800,322800,17500,17550,58748,715600,-2600
27:21.7,19613.73181,19613.88576,19604.81597,19609.22957,1050,19606.47467,104636,404000,317900,16000,16950,-37792,721900,6300
32:21.7,19581.70106,19583.84192,19573.87893,19574.90033,1290,19588.48605,88489,399200,315400,17550,18150,-16147,714600,-7300
37:21.7,19539.64414,19544.00461,19511.03,19528.36622,3550,19531.2281,108046,414700,321500,17550,19400,19557,736200,21600
42:21.7,19586.63003,19588.59495,19555.00027,19569.47382,1070,19568.49594,82975,396200,317700,16650,17000,-25071,713900,-22300
47:21.7,19561.95777,19565.55238,19556.77827,19558.14394,670,19563.42025,100534,406700,322700,17100,19100,17559,729400,15500
52:21.7,19533.08436,19544.79021,19532.44929,19534.62799,2570,19539.56189,108013,401600,329800,17150,16200,7479,731400,2000
57:21.7,19470.28732,19489.32,19461.42966,19469.34668,1840,19458.62247,111018,385800,320400,19300,16350,3005,706200,-25200
02:21.7,19451.82963,19455.4179,19439.57842,19447.78397,3810,19451.49298,74853,404400,316200,16650,19350,-36165,720600,14400
07:21.7,19413.45727,19415.53265,19387.35981,19404.27717,590,19408.85971,160581,397400,326600,19150,16400,85728,724000,3400
12:21.7,19461.5266,19476.38063,19460.00059,19467.4453,1180,19469.12685,123636,405500,328000,19750,18900,-36945,733500,9500
17:21.7,19491.22272,19508.09403,19475.64751,19478.38647,3900,19474.5602,140650,398200,333400,17900,18950,17014,731600,-1900
22:21.7,19471.30848,19485.05215,19456.80625,19478.86362,4360,19475.20941,94877,399700,338300,19750,18750,-45773,738000,6400
27:21.7,19537.40192,19537.8053,19515.20799,19527.61156,1320,19534.52863,104935,408800,327100,16650,17050,10058,735900,-2100
32:21.7,19566.3905,19571.83017,19547.73693,19559.02928,1580,19567.40994,100729,401600,323600,17050,16050,-4206,725200,-10700
37:21.7,19557.05472,19562.83662,19519.57888,19542.71173,930,19543.99367,89058,398800,333200,16350,18700,-11671,732000,6800
42:21.7,19484.06532,19502.05469,19475.50137,19479.18064,4470,19485.31065,115152,415000,325700,18100,18600,26094,740700,8700
47:21.7,19551.33132,19565.05807,19538.7115,19560.86564,1810,19562.09063,82326,394700,326800,16750,18550,-32826,721500,-19200
52:21.7,19510.81688,19525.89224,19506.84668,19515.84704,670,19514.7547,113965,397900,317100,17500,18400,31639,715000,-6500
57:21.7,19462.91627,19475.71783,19462.77998,19472.43774,1420,19477.58527,90038,399400,319500,19050,17550,-23927,718900,3900
02:21.7,19492.98741,19506.32839,19487.49246,19498.07647,4850,19495.25454,107980,401700,317200,18250,18250,17942,718900,0
07:21.7,19564.65084,19573.70607,19548.07236,19553.85439,3430,19568.87439,129232,410300,323700,18200,18550,21252,734000,15100
12:21.7,19605.51333,19608.75583,19587.02797,19602.27068,1970,19597.73757,97339,396700,316400,16550,18750,-31893,713100,-20900
17:21.7,19622.30015,19627.30542,19603.71493,19614.6455,2210,19620.23858,115604,396600,324100,16250,17700,18265,720700,7600
22:21.7,19640.01004,19654.54493,19622.93103,19653.07629,1000,19657.8927,89821,394000,310200,19600,16750,-25783,704200,-16500
27:21.7,19665.36442,19672.94297,19642.72136,19653.59678,680,19657.88997,76373,408900,318000,18350,18900,-13448,726900,22700
32:21.7,19687.96096,19720.21452,19665.56964,19696.7585,1690,19709.46327,133234,402400,319700,16750,19800,56861,722100,-4800
37:21.7,19696.4638,19713.40827,19694.45349,19705.25782,3730,19693.31913,114954,398100,321700,17150,18950,-18280,719800,-2300
42:21.7,19699.73963,19729.19588,19669.03088,19717.76115,2740,19724.14024,97311,404700,314400,17850,16600,-17643,719100,-700
47:21.7,19698.0871,19703.07038,19693.93348,19694.05207,1150,19696.37571,113928,404400,328800,16950,17000,16617,733200,14100
52:21.7,19676.01896,19693.12288,19664.99283,19683.02679,1900,19690.41172,79672,414000,325200,17150,19650,-34256,739200,6000
57:21.7,19667.93353,19690.98488,19667.36908,19690.37122,4950,19694.6323,108844,386500,316900,16850,19250,29172,703400,-35800
02:21.7,19618.24763,19619.29887,19611.69095,19612.1891,2380,19615.67015,104340,407100,311900,16600,17400,-4504,719000,15600
07:21.7,19615.55012,19626.12793,19598.92038,19600.49479,2070,19597.3157,113010,403800,316900,18100,18600,8670,720700,1700
12:21.7,19586.6799,19588.39662,19561.78866,19568.26833,1470,19568.23034,132834,400600,322000,18750,19350,19824,722600,1900
17:21.7,19554.47879,19565.35276,19544.31916,19561.44715,2070,19583.7365,128964,389700,317600,17900,16100,-3870,707300,-15300
22:21.7,19559.95171,19563.47635,19525.04591,19541.53455,4840,19548.91989,72223,389300,323700,17500,17400,-56741,713000,5700
27:21.7,19601.03163,19605.97391,19594.98091,19597.38271,2950,19607.49061,60095,401000,328700,17150,18600,-12128,729700,16700
32:21.7,19628.24645,19635.39448,19621.1136,19632.53829,3930,19634.39221,104914,397900,317500,18100,16750,44819,715400,-14300
37:21.7,19582.25743,19589.03516,19576.10714,19584.07051,4810,19582.96043,103386,410900,324400,16250,17700,-1528,735300,19900
42:21.7,19553.4058,19562.59057,19540.82922,19557.56525,2850,19566.03227,77276,400000,313100,19850,16800,-26110,713100,-22200
47:21.7,19581.21401,19595.13013,19578.69731,19583.39036,820,19576.12266,80784,403200,322200,16850,17850,3508,725400,12300
52:21.7,19552.57334,19582.53553,19549.85991,19565.0759,4100,19565.16939,84592,398000,325100,16250,18250,3808,723100,-2300
57:21.7,19546.18168,19546.31313,19527.75962,19536.87461,2900,19538.70379,126700,406400,329600,16350,17350,42108,736000,12900
02:21.7,19562.51109,19564.71043,19546.14128,19555.88923,3790,19565.34443,90550,400100,324800,19050,17950,-36150,724900,-11100
07:21.7,19534.31218,19543.38384,19520.04629,19526.7655,3870,19533.09439,69922,391900,325300,19150,17100,-20628,717200,-7700
12:21.7,19537.59546,19574.39519,19533.26195,19545.70543,3240,19546.84163,98711,399800,321500,16300,17150,28789,721300,4100
17:21.7,19498.73406,19517.98136,19490.40982,19507.51238,1200,19513.5732,99945,394900,327100,19300,17450,1234,722000,700
22:21.7,19481.34794,19489.92139,19475.0829,19485.74318,3620,19487.86819,79357,413300,316200,18500,16700,-20588,729500,7500
27:21.7,19490.88976,19506.47835,19484.07816,19502.42344,4520,19512.58442,111807,407800,313700,17250,16000,32450,721500,-8000
32:21.7,19444.56651,19450.40195,19427.00118,19433.11326,2650,19438.37666,122744,401500,319500,16800,16950,10937,721000,-500
37:21.7,19457.61259,19483.16,19456.46795,19473.83269,1280,19487.87202,92892,399700,325000,18350,19550,-29852,724700,3700
42:21.7,19457.23401,19489.65194,19457.08781,19472.05302,2180,19474.32466,69921,397800,326900,17950,16250,-22971,724700,0
47:21.7,19473.56032,19485.65307,19454.89152,19480.72291,3470,19491.78053,94525,408200,317500,17650,16450,24604,725700,1000
52:21.7,19480.29683,19507.94688,19465.96784,19497.65182,2290,19502.0802,106033,391600,314700,18950,19300,11508,706300,-19400
57:21.7,19520.39363,19522.90147,19500.94525,19504.22466,1650,19504.04575,56841,404000,319300,17150,16900,-49192,723300,17000
02:21.7,19524.25587,19527.26097,19511.94305,19519.13614,3090,19538.27411,109630,399300,310300,17950,16950,52789,709600,-13700
07:21.7,19511.8793,19532.05679,19494.40017,19504.70572,3090,19516.27031,92500,409700,328400,17750,16250,-17130,738100,28500
12:21.7,19515.65416,19536.3387,19506.22023,19522.69423,540,19527.97116,100874,397100,322800,18850,19700,8374,719900,-18200
17:21.7,19531.76019,19543.5044,19514.48501,19521.50464,3460,19529.89496,94207,401300,323500,19800,16250,-6667,724800,4900
22:21.7,19533.38706,19542.54311,19515.6139,19540.78528,1570,19538.35039,84931,397600,316500,18050,19150,-9276,714100,-10700
27:21.7,19534.77178,19556.34736,19533.96021,19548.15834,3920,19545.929,97780,393800,315000,18950,17050,12849,708800,-5300
